Resolución;Fecha;Resumen;Subtema;año
 . 0180-2002-OS/C;24/01/2002; . 0180-2002- Fijan la Compensación Mensual que percibirá ETESUR S.A. por el Uso de Terceros de su Sistema Secundario de Transmisión conformado por Líneas de Transmisión Azángaro- Juliaca y Juliaca-Pu (e. 24/01/2002, p. 30/01/2002).;Tarifarias;2002
 . 0181-2002-OS/C;5/02/2002; . 0181-2002- Fijan el Valor Nuevo de Reemplazo Inicial de las Líneas de Transmisión Pachachaca – Oroya – Carhuamayo – Paragsha - Derivación Antamina y Aguaytía – Pucallpa (e. 05/02/2002, p. 13/02/2002).;Tarifarias;2002
 . 0306-2002-OS/C;24/01/2002; . 0306-2002- Declaran fundado en parte recurso de reconsideración interpuesto por HIDRANDINA S.A. contra la Resolución  3079-2001-. (e. 24/01/2002, p. 30/01/2002).;Tarifarias;2002
 . 0307-2002-OS/C;5/02/2002; . 0307-2002- Modifican componentes del Cargo Base de Peaje Secundario de Transformación a que se refiere la Resolución 006-2001- y la Resolución 3079-2001-. (e. 05/02/2002, p. 13/02/2002).;Tarifarias;2002
 . 0308-2002-OS/C;5/02/2002; . 0308-2002- Publican Proyecto de rma “Propuesta de Modificación del Manual de Procedimientos, Formatos y Medios para el Cálculo del Factor de Balance de Potencia Coincidente en Hora de Punta (FBP). (e. 05/02/2002, p. 09/02/2002).;Tarifarias;2002
 . 0422-2002-OS/C;20/02/2002; . 0422-2002- Fijan compensaciones mensuales que titulares de generación deberán pagar por el uso de instalaciones de las celdas de lineas de transmisión pertenecientes a Luz del Sur S.A.A. (e. 20/02/2002, p. 23/02/2002).;Tarifarias;2002
 . 0423-2002-OS/C;20/02/2002; . 0423-2002- Fijan compensación mensual que la Sociedad Minera Cerro Verde S.A.A. deberá pagar por el uso de la celda en la S.E. Cerro Vrde perteneciente a ETESUR S.A. (e. 20/02/2002, p. 23/02/2002).;Tarifarias;2002
 . 0424-2002-OS/C;20/02/2002; . 0424-2002- Postergan fechas de inicio señaladas en anexos de la rma “Procedimientos para Fijación de Precios Regulados”. (e. 20/02/2002, p. 27/02/2002).;Tarifarias;2002
 . 0425-2002-OS/C;20/02/2002; . 0425-2002- Aprueban y publican Proyecto de “Manual de Contabilidad Regulatoria”. (e. 20/02/2002, p. 01/03/2002).;Tarifarias;2002
 . 0553-2002-OS/C;6/03/2002; . 0553-2002- Declaran fundado recurso de reconsideración contra resolución que fijó compensaciones mensuales que EDEGEL S.A.A. deberá pagar por uso de instalaciones en línea de transmisión.. (e. 06/03/2002, p. 08/03/2002).;Tarifarias;2002
 . 0555-2002-OS/C;13/03/2002; . 0555-2002- Aprueban Manual de Procedimientos Formatos y Medios para el Cálculo del Factor de Balance de Potencia Coincidente en Hora de Punta (FBP). (e. 13/03/2002, p. 15/03/2002).;Tarifarias;2002
 . 0556-2002-OS/C;13/03/2002; . 0556-2002- Declaran infundada e improcedente reconsideración de la Empresa de Generación Eléctrica San Gabán S.A. contra resolución que estableció compensaciones por uso del Sistema Secundario de Transmisión. (e. 13/03/2002, p. 19/03/2002).;Tarifarias;2002
 . 0558-2002-OS/C;13/03/2002; . 0558-2002- Fijan clasificación temporal del sistema de distribución eléctrica Aguaytía como sector típico 2, perteneciente a la concesionaria de Distribución Eléctrica Ucayali S.A. (e. 13/03/2002, p. 15/03/2002).;Tarifarias;2002
 . 0563-2002-OS/C;25/03/2002; . 0563-2002- Determinan inicio de compensaciones mensuales por uso del Sistema Secundario de Transmisión de propiedad de ETESUR S.A. fijadas en la Resolución 0180-2002- (e. 25/03/2002, p. 28/03/2002).;Tarifarias;2002
 . 0564-2002-OS/C;25/03/2002; . 0564-2002- Declaran infundada reconsideración interpuesta por ETECEN S.A. contra Resolución que modificó componentes de cargo base de peaje secundario de transformación. (e. 25/03/2002, p. 28/03/2002).;Tarifarias;2002
 . 0565-2002-OS/C;25/03/2002; . 0565-2002- Declaran infundada reconsideración interpuesta por ELECTROANDES S.A. contra Resolución 0422-2002-. (e. 25/03/2002, p. 28/03/2002).;Tarifarias;2002
 . 0567-2002-OS/C;25/03/2002; . 0567-2002- Precisan Tasa Arancelaria (TA) que se usa en el cálculo del Factor de Actualización del Precio de la Potencia de Punta (FA-PPM) aplicable al Precio de Potencia de Punta a nivel Generación (PPM) contenida en la Resolución  2122-2001-. (e. 25/03/2002, p. 28/03/2002).;Tarifarias;2002
 . 0825-2002-OS/C;8/04/2002; . 0825-2002- Declaran fundada en parte impugnación interpuesta por la Empresa Sociedad Minera Cerro Verde S.A.A contra la Res. Nº 0423-2002-, sobre período de vida útil de la celda de 138 kV (e. 08/04/2002, p. 12/04/2002).;Tarifarias;2002
 . 0940-2002-OS/C;12/04/2002; . 0940-2002- Fijan Tarifas en Barra para suministros que se efectúen desde las Subestaciones de Generación - Transporte (Tarifas de Generación, Tarifas del Sistema Principal de Transmisión y sus respectivas fórmulas de actualización). (e. 12/04/2002, p. 28/04/2002).;Tarifarias;2002
 . 0941-2002-OS/C;26/04/2002; . 0941-2002- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica (FOSE), aplicable a cargos tarifarios de usuarios del servicio público de electricidad de sistemas interconectados. (e. 26/04/2002, p. 27/04/2002).;Tarifarias;2002
 . 0942-2002-OS/C;26/04/2002; . 0942-2002- Aprueban Factores de Ponderación del Precio de la Energía (Ep) aplicables para el cálculo del cargo de energía de las opciones tarifarias MT4, BT4, BT5B y BT6. (e. 26/04/2002, p. 27/04/2002).;Tarifarias;2002
 . 0943-2002-OS/C;26/04/2002; . 0943-2002- Fijan Factores de Ponderación de los Valores Agregados de Distribución de diversas empresas de distribución eléctrica. (e. 26/04/2002, p. 27/04/2002).;Tarifarias;2002
 . 0944-2002-OS/C;26/04/2002; . 0944-2002- Aprueban Factores de Balance de Potencia Coincidente en Horas de Punta (FBP) a nivel de empresa aplicables a VADMT y VADBT de sistemas de distribución eléctrica. (e. 26/04/2002, p. 27/04/2002).;Tarifarias;2002
 . 1107-2002-OS/C;15/05/2002; . 1107-2002- Declaran fundado el Recurso de Reconsideración presentado por la Empresa de Generación Eléctrica San Gabán S.A. contra la Resolución  . 0563-2002-. (e. 15/05/2002, p. 18/05/2002).;Tarifarias;2002
 . 1316-2002-OS/C;7/06/2002; . 1316-2002- Declara fundado en parte Recurso de Reconsideración interpuesto por la Empresa Red Eléctrica del Sur S.A. – REDESUR contra la Resolución  0940-2002-. (e. 07/06/2002, p. 11/06/2002).;Tarifarias;2002
 . 1317-2002-OS/C;7/06/2002; . 1317-2002- Declara fundado Recurso de Reconsideración interpuesto por el Consorcio Transmantaro S.A. contra la Resolución  0940-2002-. (e. 07/06/2002, p. 11/06/2002).;Tarifarias;2002
 . 1318-2002-OS/C;7/06/2002; . 1318-2002- Declara infundado Recurso de Reconsideración interpuesto por la Empresa ETESELVA contra la Resolución  0940-2002-. (e. 07/06/2002, p. 11/06/2002).;Tarifarias;2002
 . 1319-2002-OS/C;7/06/2002; . 1319-2002- Declara fundado en parte Recurso de Reconsideración interpuesto por la Empresa de Transmisión Eléctrica Centro rte S.A. – ETECEN contra la Resolución  0940-2002-. (e. 07/06/2002, p. 12/06/2002).;Tarifarias;2002
 . 1320-2002-OS/C;7/06/2002; . 1320-2002- Declara fundado en parte Recurso de Reconsideración interpuesto por el COES-SINAC contra la Resolución  0940-2002-. (e. 07/06/2002, p. 12/06/2002).;Tarifarias;2002
 . 1321-2002-OS/C;7/06/2002; . 1321-2002- Declara fundado en parte Recurso de Reconsideración interpuesto por la Empresa Duke Energy International Eger S.A. contra la Resolución  0940-2002-. (e. 07/06/2002, p. 12/06/2002).;Tarifarias;2002
 . 1322-2002-OS/C;7/06/2002; . 1322-2002- Modifican Resolución 0940-2002- que estableció las Tarifas en Barra para el período mayo – octubre 2002. (e. 07/06/2002, p. 12/06/2002).;Tarifarias;2002
 . 1323-2002-OS/C;7/06/2002; . 1323-2002- Amplían plazo de publicación de información que sustenta las tarifas y compensaciones para los Sistemas Secundarios de Transmisión. (e. 07/06/2002, p. 15/06/2002).;Tarifarias;2002
 . 1412-2002-OS/C;28/06/2002; . 1412-2002- Declara improcedente impugnación interpuesta por la Empresa de Transmisión Eléctrica del Sur S.A. – ETESUR contra la Resolución  1107-2002-. (e. 28/06/2002, p. 06/07/2002).;Tarifarias;2002
 . 1413-2002-OS/C;3/07/2002; . 1413-2002- Aprueban factor de Balance Coincidente en Horas de Punta (FBP) de sistemas eléctricos pertenecientes a ELECTROROESTE. (e. 03/07/2002, p. 09/07/2002).;Tarifarias;2002
 . 1414-2002-OS/C;5/07/2002; . 1414-2002- Aprueban las tarifas y compensaciones de los sistemas secundarios de transmisión, así como sus fórmulas de actualización, para: Edelr S.A.A., Luz del Sur S.A.A., ElectoAndes S.A., Electrorte S.A., Electroroeste S.A., Hidrandina S.A., Electrocentro S.A., Etecen S.A. y Eteselva S.R.L. (e. 05/07/2002, p. 28/07/2002).;Tarifarias;2002
 . 1415-2002-OS/C;5/07/2002; . 1415-2002- Aprueban las tarifas, así como sus fórmulas de actualización, al Sistema Secundario de Transmisión de la Empresa Energía del Sur S.A. (e. 05/07/2002, p. 28/07/2002).;Tarifarias;2002
 . 1416-2002-OS/C;5/07/2002; . 1416-2002- Aprueban el procedimiento de liquidación anual para los ingresos de Red Eléctrica del Sur S.A. por la subestación Tacna. Así mismo, aprueban las tarifas y compensaciones, y fórmulas de actualización, del SST de Red Eléctrica del Sur S.A. También aprueban las tarifas y compensaciones, y sus fórmulas de actualización, de los SST de Generación / Demanda y de aquellas para las cuales  se presentaron propuestas específicas. (e. 05/07/2002, p. 28/07/2002).;Tarifarias;2002
 . 1417-2002-OS/C;5/07/2002; . 1417-2002- Consignan Tarifas y Compensaciones, así como sus fórmulas de actualización correspondientes a la Transmisión Secundaria a que se refiere el Artículo 43°, inciso b) de la Ley de Concesiones Eléctricas (e. 05/07/2002, p. 28/07/2002).;Tarifarias;2002
 . 1419-2002-OS/C;25/07/2002; . 1419-2002- Establecen disposiciones para la determinación de la Tasa Arancelaria para el rubro de productos importados utilizada en el cálculo de los factores de actualización del VADMT y del VADBT.(e. 25/07/2002, p. 27/07/2002).;Tarifarias;2002
 . 1420-2002-OS/C;25/07/2002; . 1420-2002- Aprueban el Factor de Recargo del Fondo de Compensación Social Eléctrica – FOSE, aplicable a usuarios del servicio público de electricidad de sistemas interconectados.(e. 25/07/2002, p. 27/07/2002).;Tarifarias;2002
 . 1426-2002-OS/C;7/08/2002; . 1426-2002- Publicación del documento “Proceso de Regulación Tarifas en Barra” correspondiente al período del mes de mayo 2002. (e. 07/08/2002, p. 18/08/2002).;Tarifarias;2002
 . 1427-2002-OS/C;20/08/2002; . 1427-2002- Modifican Resolución 0940-2002- y 1417-2002- a raíz de la incorporación del Sistema Eléctrico Pucallpa al SEIN(e. 20.08.2002, p. 23.08.2002).;Tarifarias;2002
 . 1428-2002-OS/C;20/08/2002;" . 1428-2002- Aprueban la publicación de la rma ""Manual de Contabilidad Regulatoria"" aplicable a los concesionarios de transporte de hidrocarburos por ductos y de distribución de gas natural por red de ductos.(e. 20.08.2002, p. 01.09.2002).";Tarifarias;2002
 . 1430-2002-OS/C;6/09/2002; . 1430-2002- Declaran fundado en parte el Recurso de Reconsideración interpuesto por EDELR S.A.A. contra las Resoluciones  1414-2002- y 1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1431-2002-OS/C;6/09/2002; . 1431-2002- Declaran infundado Recurso de Reconsideración interpuesto por LUZ DEL SUR S.A.A. contra las Resoluciones  1414-2002- y 1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1432-2002-OS/C;6/09/2002; . 1432-2002- Declaran infundado Recurso de Reconsideración interpuesto por ELECTROROESTE contra la Resolución  1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1433-2002-OS/C;6/09/2002; . 1433-2002- Declaran infundado Recurso de Reconsideración interpuesto por ELECTRORTE contra la Resolución  1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1434-2002-OS/C;6/09/2002; . 1434-2002- Declaran infundado Recurso de Reconsideración interpuesto por ELECTROCENTRO contra la Resolución  1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1435-2002-OS/C;6/09/2002; . 1435-2002- Declaran fundado en parte Recurso de Reconsideración interpuesto por HIDRANDINA contra la Resolución  1417-2002-.(e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1436-2002-OS/C;6/09/2002; . 1436-2002- Declaran fundado en parte Recurso de Reconsideración interpuesto por ELECTROANDES S.A. contra las Resoluciones  1414-2002- y 1417-2002-. (e. 06.09.2002, p. 08.09.2002).;Tarifarias;2002
 . 1437-2002-OS/C;6/09/2002; . 1437-2002- Declaran improcedente y fundado en parte Recurso de Reconsideración interpuesto por ENERSUR S.A. contra la Resolución 1415-2002-. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1438-2002-OS/C;6/09/2002; . 1438-2002- Declaran improcedente e infundado Recurso de Reconsideración interpuesto por ENERSUR S.A. contra la Resolución 1417-2002-. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1439-2002-OS/C;6/09/2002; . 1439-2002- Declaran improcedente e infundado Recurso de Reconsideración interpuesto por ETESELVA S.R.L. contra Resoluciones 1414-2002- y 1417-2002-. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1440-2002-OS/C;6/09/2002; . 1440-2002- Declaran infundado Recurso de Reconsideración interpuesto por TERMOSELVA S.R.L. contra Resoluciones 1414-2002- y 1417-2002-. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1441-2002-OS/C;6/09/2002; . 1441-2002- Declaran inadmisible Recurso de Reconsideración interpuesto por EGER S.A. contra la Resolución 1417-2002-. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1442-2002-OS/C;6/09/2002; . 1442-2002- Declaran infundado Recurso de Reconsideración interpuesto por EDEGEL S.A. contra la Resolución 1417-2002- (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1443-2002-OS/C;6/09/2002; . 1443-2002- Declaran fundado en parte Recurso de Reconsideración interpuesto por ETECEN S.A. contra Resolución 1417-2002- (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1444-2002-OS/C;6/09/2002; . 1444-2002- Modifican Cuadros de la Resolución 1417-2002- sobre tarifas, compensaciones y fórmulas de actualización de sistemas secundarios de transmisión. (e. 06.09.2002, p. 09.09.2002).;Tarifarias;2002
 . 1447-2002-OS/C;20/09/2002; . 1447-2002- Declaran improcedente recurso de reconsideración interpuesta por la Empresa TERMOSELVA S.R.L. contra la Resolución 1427-2002-. (e. 20.09.2002, p. 26.09.2002).;Tarifarias;2002
 . 1448-2002-OS/C;20/09/2002; . 1448-2002- Precisan procedimiento de cálculo de la tasa arancelaria a utilizar para actualizar las compensaciones del sistema secundario de transmisión aprobadas por . (e. 20.09.2002, p. 26.09.2002).;Tarifarias;2002
 . 1449-2002-OS/C;20/09/2002; . 1449-2002- Fija factor para determinar remuneración anual garantizada y peaje por conexión unitario correspondiente a la Sociedad Concesionaria Red de Energía del Perú S.A. (e. 20.09.2002, p. 26.09.2002).;Tarifarias;2002
 . 1450-2002-OS/C;20/09/2002; . 1450-2002- Aprueban cargo de peaje por conexión unitario y montos del ingreso tarifario y peaje por conexión al SPT de la línea de transmisión Pachachaca – Oroya, Carhuamayo – Paragsha – derivación Antamina. (e. 20.09.2002, p. 26.09.2002).;Tarifarias;2002
 . 1455-2002-OS/C;14/10/2002; . 1455-2002- Declaran improcedente reconsideración contra resolución que modificó cuadros sobre tarifas, compensaciones y fórmulas de actualización de sistemas secundarios de transmisión. (e. 14.10.2002, p. 17.10.2002).;Tarifarias;2002
 . 1458-2002-OS/C;14/10/2002; . 1458-2002- Fijan Tarifas en Barra para suministros que se efectúen desde las Subestaciones de Generación - Transporte (Tarifas de Generación y sus respectivas fórmulas de actualización). (e. 14/10/2002, p. 30/10/2002).;Tarifarias;2002
 . 1459-2002-OS/C;28/10/2002; . 1459-2002- Aprueban el Factor de Recargo del Fondo de Compensación Social Eléctrica - FOSE, aplicable a usuarios del servicio público de electricidad de sistemas interconectados. (e. 28/10/2002, p. 30/10/2002).;Tarifarias;2002
 . 1464-2002-OS/C;29/10/2002; . 1464-2002- Fijan Peaje por Conexión Unitaria al Sistema Principal de Transmisión correspondiente al cargo por la Garantia por Red Principal del Proyecto Camisea. (e. 29.10.2002, p. 30.10.2002).;Tarifarias;2002
 . 1466-2002-OS/C;; . 1466-2002- Aprueban Procedimiento para la Elaboración de los Estudios Tarifarios del Concesionario de Distribución de Gas Natural en Lima y Callao, válido para la Primera Regulación Tarifaria, a que se refiere la Tercera Disposición Transitoria del Reglamento de Distribución de Gas Natural por Red de Ductos aprobado por Decreto Supremo 042-99-EM.;Tarifarias;2002
 . 1470-2002-OS/C;19/11/2002; . 1470-2002- Declaran fundado en parte el Recurso de Reconsideración presentado por la Empresa Red de Energía del Perú S.A. contra la Resolución  . 1449-2002-. (e. 19/11/2002, p. 21/11/2002).;Tarifarias;2002
